V3,V2,V1,Y,V6,X,Z,V8,A,B
8.66457215610536,3.81407414629406,-1.94094318782502,2.02111164811489,-0.312353019241598,2.10266900086463,1.85516714049353,0.544581881259345,7.14544645669854,7.22799133524879
9.77589104079439,2.40363030378799,1.27258690847974,0.425087949913191,0.969035386857325,4.52957458762387,3.5609555915057,1.75968470388314,6.03792870588289,5.77492824569587
9.16497538001234,3.388249779984,1.42248750803903,1.9352779382853,0.219629913736939,0.684953541754731,0.435031001246908,0.859975661813993,6.27713664309398,7.49477065861439
9.20143223896571,3.84372085580494,-0.742162611159714,2.07659919144799,1.21195884126876,2.21296762735396,1.51054981254587,1.7066436995974,7.6524031436232,6.1899624255442
11.5701242729344,4.5665362121725,1.77381888452331,0.923744416862444,0.28139331173066,0.90451294067678,2.324837326389,-0.425178352527241,3.68082066711826,5.88642959771776
10.7013396162423,6.19408823036794,0.932372607506232,-1.51192225993664,0.667547106427202,0.138619813021733,2.03394792221326,1.49122796249992,9.22165388698364,5.56962794094852
10.5826439228943,3.37019125597647,0.118359943566173,1.22773689211365,2.08967686154525,2.19185031315035,2.96256142717063,3.73228175940585,5.04181278642435,8.20373503998748
8.59157601815204,5.1874971674432,-1.61609004901256,-2.15885189849555,-0.0675326997391185,0.789308501200971,1.59078299811497,1.0261715373502,6.55838431235646,7.8723944315252
12.0487882699163,2.63127197149429,3.52299391512452,-0.532657164329931,0.656514795727353,0.134743487910236,0.398613930695,1.4560329254787,4.69608447303832,5.08848702357844
10.6306624081143,3.67422147679587,1.73429035574556,2.37609191134265,0.626594372746293,1.24067720956069,1.62268508287933,-0.871563159411634,5.15449775510178,6.84315953835657
8.03468660147599,2.17114121371278,1.0562349033485,-3.25022524171569,-1.03210863418493,0.806918842101565,0.506262285051031,0.393466793265379,6.80008220166601,8.32088317331399
9.64974473765186,3.42471315898896,-0.326029636669017,2.55917438678012,1.41520426314972,2.67085532153818,2.34319387510508,1.15791587075233,4.6448701674065,7.53461551752525
